loincId	loincScale	outcome	hpoTermId	supplementalTermId	curation	comment
47941-0	Qn	N	HP:0030347	.	HPO:nvasilevsky[2018-07-18]	.
47941-0	Qn	H	HP:0030348	.	HPO:nvasilevsky[2018-07-18]	.
47946-9	Qn	L	HP:0030349	.	HPO:nvasilevsky[2018-07-18]	.
47946-9	Qn	N	HP:0030347	.	HPO:nvasilevsky[2018-07-18]	.
47946-9	Qn	H	HP:0030348	.	HPO:nvasilevsky[2018-07-18]	.
48065-7	Qn	N	HP:0001928	.	UCD:tjcallahan[2019-01-28]	UCDenver survey results
48068-1	Ord	NEG	HP:0020082	.	HPO:nvasilevsky[2019-06-14]	.
48068-1	Ord	POS	HP:0020082	.	HPO:nvasilevsky[2019-06-14]	.
48090-5	Qn	L	HP:0003233	.	HPO:nvasilevsky[2018-09-14]	copied from: 16616-5
48090-5	Qn	N	HP:0031888	.	HPO:nvasilevsky[2018-09-14]	copied from: 16616-5
48090-5	Qn	H	HP:0012184	.	HPO:nvasilevsky[2018-09-14]	copied from: 16616-5
48091-3	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
48091-3	Qn	N	HP:0003117	.	HPO:nvasilevsky[2018-05-24]	.
48091-3	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-05-24]	.
48092-1	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
48092-1	Qn	N	HP:0003117	.	HPO:nvasilevsky[2018-05-24]	.
48092-1	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-05-24]	.
48093-9	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
48093-9	Qn	N	HP:0003117	.	HPO:nvasilevsky[2018-05-24]	.
48093-9	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-05-24]	.
48094-7	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
48094-7	Qn	N	HP:0003117	.	HPO:nvasilevsky[2018-05-24]	.
48094-7	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-05-24]	.
48095-4	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
48095-4	Qn	N	HP:0003117	.	HPO:nvasilevsky[2018-05-24]	.
48095-4	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-05-24]	.
48096-2	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
48096-2	Qn	N	HP:0003117	.	HPO:nvasilevsky[2018-05-24]	.
48096-2	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-05-24]	.
48097-0	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-05-24]	.
48097-0	Qn	N	HP:0003117	.	HPO:nvasilevsky[2018-05-24]	.
48097-0	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-05-24]	.
48118-4	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
48118-4	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
48118-4	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
48365-1	Qn	N	HP:0410207	.	HPO:nvasilevsky[2018-09-14]	.
48365-1	Qn	H	HP:0410207	.	HPO:nvasilevsky[2018-09-14]	.
48403-0	Qn	N	HP:0410207	.	HPO:nvasilevsky[2018-09-14]	.
48403-0	Qn	H	HP:0410207	.	HPO:nvasilevsky[2018-09-14]	.
48425-3	Qn	N	HP:0410174	.	HPO:nvasilevsky[2018-05-18]	.
48425-3	Qn	H	HP:0410174	.	HPO:nvasilevsky[2018-05-18]	.
48426-1	Ord	NEG	HP:0410174	.	HPO:nvasilevsky[2018-05-18]	.
48426-1	Ord	POS	HP:0410174	.	HPO:nvasilevsky[2018-05-18]	.
48502-9	Ord	NEG	HP:0003454	.	OHSU:jpgourdine[2019-03-14]	.
48502-9	Ord	POS	HP:0003454	.	OHSU:jpgourdine[2019-03-14]	.
48503-7	Ord	NEG	HP:0003454	.	OHSU:jpgourdine[2019-03-14]	.
48503-7	Ord	POS	HP:0003454	.	OHSU:jpgourdine[2019-03-14]	.
48504-5	Ord	NEG	HP:0003454	.	OHSU:jpgourdine[2019-03-14]	.
48504-5	Ord	POS	HP:0003454	.	OHSU:jpgourdine[2019-03-14]	.
48505-2	Ord	NEG	HP:0003454	.	OHSU:jpgourdine[2019-03-14]	.
48505-2	Ord	POS	HP:0003454	.	OHSU:jpgourdine[2019-03-14]	.
48506-0	Ord	NEG	HP:0003454	.	OHSU:jpgourdine[2019-03-14]	.
48506-0	Ord	POS	HP:0003454	.	OHSU:jpgourdine[2019-03-14]	.
48581-3	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
48581-3	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
48581-3	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
48582-1	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
48582-1	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
48582-1	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
48583-9	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
48583-9	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
48583-9	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
48594-6	Ord	NEG	HP:0003454	.	OHSU:jpgourdine[2019-03-14]	.
48594-6	Ord	POS	HP:0003454	.	OHSU:jpgourdine[2019-03-14]	.
48618-3	Qn	L	HP:0031243	.	HPO:nvasilevsky[2018-05-14]	.
48618-3	Qn	N	HP:0031889	.	HPO:nvasilevsky[2018-05-14]	.
48618-3	Qn	H	HP:0003362	.	HPO:nvasilevsky[2018-05-14]	.
48631-6	Qn	L	HP:0032066	.	HPO:nvasilevsky[2019-01-15]	.
48631-6	Qn	N	HP:0032065	.	HPO:nvasilevsky[2019-01-15]	.
48631-6	Qn	H	HP:0032067	.	HPO:nvasilevsky[2019-01-15]	.
48642-3	Qn	L	HP:0012213	.	HPO:probinson[2018-03-23]	.
48642-3	Qn	N	HP:0012212	.	HPO:probinson[2018-03-23]	.
48642-3	Qn	H	HP:0012214	.	HPO:probinson[2018-03-23]	.
48643-1	Qn	L	HP:0012213	.	HPO:probinson[2018-03-23]	.
48643-1	Qn	N	HP:0012212	.	HPO:probinson[2018-03-23]	.
48643-1	Qn	H	HP:0012214	.	HPO:probinson[2018-03-23]	.
48660-5	Qn	N	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	.
48660-5	Qn	H	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	.
48703-3	Qn	L	HP:0031851	.	HPO:nvasilevsky[2018-10-01]	.
48703-3	Qn	N	HP:0031850	.	HPO:nvasilevsky[2018-10-01]	.
48703-3	Qn	H	HP:0001899	.	HPO:nvasilevsky[2018-10-01]	.
49026-8	Qn	N	HP:0031886	.	HPO:nvasilevsky[2018-09-14]	.
49026-8	Qn	H	HP:0003141	.	HPO:nvasilevsky[2018-09-14]	.
49027-6	Qn	N	HP:0031886	.	HPO:nvasilevsky[2018-09-14]	.
49027-6	Qn	H	HP:0003141	.	HPO:nvasilevsky[2018-09-14]	.
49054-0	Qn	L	HP:0012053	.	JGM:azhang[2018-07-24]	.
49054-0	Qn	N	HP:0100511	.	JGM:azhang[2018-07-24]	.
49054-0	Qn	H	HP:0031414	.	JGM:azhang[2018-07-24]	.
49079-7	Ord	NEG	HP:0410235	.	HPO:nvasilevsky[2018-10-04]	.
49079-7	Ord	POS	HP:0410235	.	HPO:nvasilevsky[2018-10-04]	.
49130-8	Qn	L	HP:0003233	.	JGM:azhang[2018-07-24]	.
49130-8	Qn	N	HP:0031888	.	JGM:azhang[2018-07-24]	.
49130-8	Qn	H	HP:0012184	.	JGM:azhang[2018-07-24]	.
49132-4	Qn	L	HP:0003563	.	HPO:nvasilevsky[2018-05-14]	.
49132-4	Qn	N	HP:0031886	.	HPO:nvasilevsky[2018-05-14]	.
49132-4	Qn	H	HP:0003141	.	HPO:nvasilevsky[2018-05-14]	.
49133-2	Qn	L	HP:0031243	.	HPO:nvasilevsky[2018-05-14]	.
49133-2	Qn	N	HP:0031889	.	HPO:nvasilevsky[2018-05-14]	.
49133-2	Qn	H	HP:0003362	.	HPO:nvasilevsky[2018-05-14]	.
49137-3	Qn	N	HP:0003641	.	JGM:azhang[2018-07-24];JGM:azhang[2018-10-17]	.
49137-3	Qn	H	HP:0003641	.	JGM:azhang[2018-07-24];JGM:azhang[2018-10-17]	.
49219-9	Qn	N	HP:0012024	.	OHSU:JP[2018-09-19]	.
49219-9	Qn	H	HP:0012024	.	OHSU:JP[2018-09-19]	.
49328-8	Qn	N	HP:0410225	.	HPO:nvasilevsky[2018-10-08]	.
49328-8	Qn	H	HP:0410225	.	HPO:nvasilevsky[2018-10-08]	.
49505-1	Qn	N	HP:0000790	.	JGM:azhang[2018-07-24]	.
49505-1	Qn	H	HP:0000790	.	JGM:azhang[2018-07-24]	.
49563-0	Qn	N	HP:0410173	.	HPO:nvasilevsky[2018-05-18]	.
49563-0	Qn	H	HP:0410173	.	HPO:nvasilevsky[2018-05-18]	.
49624-0	Qn	L	HP:0031243	.	HPO:nvasilevsky[2018-09-14]	.
49624-0	Qn	N	HP:0031889	.	HPO:nvasilevsky[2018-09-14]	.
49624-0	Qn	H	HP:0003362	.	HPO:nvasilevsky[2018-09-14]	.
49636-4	Qn	N	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	copied from: 50769-9 @original comment: copied from: 50770-7
49636-4	Qn	H	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	copied from: 50769-9 @original comment: copied from: 50770-7
49765-1	Qn	L	HP:0002901	.	JGM:azhang[2018-04-25]	copied from: 38230-9
49765-1	Qn	N	HP:0004363	.	JGM:azhang[2018-04-25]	copied from: 38230-9
49765-1	Qn	H	HP:0003072	.	JGM:azhang[2018-04-25]	copied from: 38230-9
49779-2	Qn	N	HP:0002919	.	HPO:nvasilevsky[2018-05-21]	.
49779-2	Qn	H	HP:0002919	.	HPO:nvasilevsky[2018-05-21]	.
49781-8	Qn	N	HP:0031907	.	HPO:nvasilevsky[2018-08-29]	.
49781-8	Qn	H	HP:0031907	.	HPO:nvasilevsky[2018-08-29]	.
49869-1	Qn	N	HP:0410247	.	OHSU:JP[2018-10-10];HPO:nvasilevsky[2018-10-12]	.
49869-1	Qn	H	HP:0410247	.	OHSU:JP[2018-10-10];HPO:nvasilevsky[2018-10-12]	.
49871-7	Qn	N	HP:0410225	.	HPO:nvasilevsky[2018-10-08]	.
49871-7	Qn	H	HP:0410225	.	HPO:nvasilevsky[2018-10-08]	.
49875-8	Qn	N	HP:0410238	.	OHSU:JP[2018-10-10]	.
49875-8	Qn	H	HP:0410238	.	OHSU:JP[2018-10-10]	.
49959-0	Qn	L	HP:0003158	.	HPO:nvasilevsky[2018-09-26]	.
49959-0	Qn	N	HP:0003110	.	HPO:nvasilevsky[2018-09-26]	.
49968-1	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-07-18]	.
49968-1	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-07-18]	.
49968-1	Qn	H	HP:0003118	.	HPO:nvasilevsky[2018-07-18]	.
49969-9	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-07-18]	.
49969-9	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-07-18]	.
49969-9	Qn	H	HP:0003118	.	HPO:nvasilevsky[2018-07-18]	.
50026-4	Qn	N	HP:0410227	.	HPO:nvasilevsky[2018-10-08]	.
50026-4	Qn	H	HP:0410227	.	HPO:nvasilevsky[2018-10-08]	.
50029-8	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
50029-8	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
50030-6	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
50030-6	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
50032-2	Qn	N	HP:0410238	.	OHSU:JP[2018-10-15]	.
50032-2	Qn	H	HP:0410238	.	OHSU:JP[2018-10-15]	.
50033-0	Qn	N	HP:0410225	.	OHSU:JP[2018-10-11]	.
50033-0	Qn	H	HP:0410225	.	OHSU:JP[2018-10-11]	.
50039-7	Qn	L	HP:0410217	.	HPO:nvasilevsky[2018-10-01]	.
50039-7	Qn	N	HP:0410216	.	HPO:nvasilevsky[2018-10-01]	.
50153-6	Qn	L	HP:0410217	.	HPO:nvasilevsky[2018-10-01]	.
50153-6	Qn	N	HP:0410216	.	HPO:nvasilevsky[2018-10-01]	.
50171-8	Qn	L	HP:0004319	.	HPO:nvasilevsky[2018-05-24]	.
50171-8	Qn	N	HP:0040085	.	HPO:nvasilevsky[2018-05-24]	.
50172-6	Qn	L	HP:0004319	.	HPO:nvasilevsky[2018-05-24]	.
50172-6	Qn	N	HP:0040085	.	HPO:nvasilevsky[2018-05-24]	.
50173-4	Qn	L	HP:0004319	.	HPO:nvasilevsky[2018-05-24]	.
50173-4	Qn	N	HP:0040085	.	HPO:nvasilevsky[2018-05-24]	.
50192-4	Qn	L	HP:0031243	.	HPO:nvasilevsky[2018-09-14]	.
50192-4	Qn	N	HP:0031889	.	HPO:nvasilevsky[2018-09-14]	.
50192-4	Qn	H	HP:0003362	.	HPO:nvasilevsky[2018-09-14]	.
50198-1	Qn	L	HP:0040303	.	HPO:probinson[2018-06-28]	.
50198-1	Qn	N	HP:0040130	.	HPO:probinson[2018-06-28]	.
50198-1	Qn	H	HP:0003452	.	HPO:probinson[2018-06-28]	.
50199-9	Qn	L	HP:0040303	.	HPO:probinson[2018-06-28]	.
50199-9	Qn	N	HP:0040130	.	HPO:probinson[2018-06-28]	.
50199-9	Qn	H	HP:0003452	.	HPO:probinson[2018-06-28]	.
50200-5	Qn	L	HP:0040303	.	HPO:probinson[2018-06-28]	.
50200-5	Qn	N	HP:0040130	.	HPO:probinson[2018-06-28]	.
50200-5	Qn	H	HP:0003452	.	HPO:probinson[2018-06-28]	.
50201-3	Qn	L	HP:0040303	.	HPO:probinson[2018-06-28]	.
50201-3	Qn	N	HP:0040130	.	HPO:probinson[2018-06-28]	.
50201-3	Qn	H	HP:0003452	.	HPO:probinson[2018-06-28]	.
50202-1	Qn	L	HP:0040303	.	HPO:probinson[2018-06-28]	.
50202-1	Qn	N	HP:0040130	.	HPO:probinson[2018-06-28]	.
50202-1	Qn	H	HP:0003452	.	HPO:probinson[2018-06-28]	.
50203-9	Qn	L	HP:0040303	.	HPO:probinson[2018-06-28]	.
50203-9	Qn	N	HP:0040130	.	HPO:probinson[2018-06-28]	.
50203-9	Qn	H	HP:0003452	.	HPO:probinson[2018-06-28]	.
50204-7	Qn	L	HP:0040303	.	HPO:probinson[2018-06-28]	.
50204-7	Qn	N	HP:0040130	.	HPO:probinson[2018-06-28]	.
50204-7	Qn	H	HP:0003452	.	HPO:probinson[2018-06-28]	.
50205-4	Qn	L	HP:0040303	.	HPO:probinson[2018-06-28]	.
50205-4	Qn	N	HP:0040130	.	HPO:probinson[2018-06-28]	.
50205-4	Qn	H	HP:0003452	.	HPO:probinson[2018-06-28]	.
50226-0	Ord	NEG	HP:0000790	.	JGM:azhang[2018-07-24]	.
50226-0	Ord	POS	HP:0000790	.	JGM:azhang[2018-07-24]	.
50231-0	Ord	NEG	HP:0031200	.	JGM:azhang[2018-07-24]	.
50231-0	Ord	POS	HP:0031200	.	JGM:azhang[2018-07-24]	.
50235-1	Qn	N	HP:0003110	.	HPO:nvasilevsky[2018-10-01]	.
50235-1	Qn	H	HP:0032068	.	HPO:nvasilevsky[2018-10-01]	.
50351-6	Qn	N	HP:0410238	.	OHSU:JP[2018-10-09]	.
50351-6	Qn	H	HP:0410238	.	OHSU:JP[2018-10-09]	.
50353-2	Qn	N	HP:0410226	.	HPO:nvasilevsky[2018-10-08]	copied from: 31161-3 @original comment: copied from: 13833-9 @original comment: copied from: 11167-4
50353-2	Qn	H	HP:0410226	.	HPO:nvasilevsky[2018-10-08]	copied from: 31161-3 @original comment: copied from: 13833-9 @original comment: copied from: 11167-4
50354-0	Qn	N	HP:0410238	.	OHSU:JP[2018-10-09]	.
50354-0	Qn	H	HP:0410238	.	OHSU:JP[2018-10-09]	.
50356-5	Qn	N	HP:0410238	.	OHSU:JP[2018-10-11]	.
50356-5	Qn	H	HP:0410238	.	OHSU:JP[2018-10-11]	.
50364-9	Qn	N	HP:0410228	.	OHSU:JP[2018-10-09]	.
50364-9	Qn	H	HP:0410228	.	OHSU:JP[2018-10-09]	.
50365-6	Ord	NEG	HP:0003454	.	OHSU:jpgourdine[2019-03-14]	.
50365-6	Ord	POS	HP:0003454	.	OHSU:jpgourdine[2019-03-14]	.
50410-0	Qn	N	HP:0030057	.	HPO:nvasilevsky[2018-12-18]	.
50410-0	Qn	H	HP:0025343	.	HPO:nvasilevsky[2018-12-18]	.
50413-4	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50413-4	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50413-4	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50414-2	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50414-2	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50414-2	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50417-5	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50417-5	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50417-5	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50418-3	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50418-3	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50418-3	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50419-1	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50419-1	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50419-1	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50420-9	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50420-9	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50420-9	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50425-8	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50425-8	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50425-8	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50426-6	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50426-6	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50426-6	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50427-4	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50427-4	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50427-4	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50428-2	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50428-2	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50428-2	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50435-7	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50435-7	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50435-7	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50436-5	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50436-5	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50436-5	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50437-3	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50437-3	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50437-3	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50438-1	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50438-1	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50438-1	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50439-9	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50439-9	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50439-9	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50440-7	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50440-7	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50440-7	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50445-6	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50445-6	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50445-6	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50446-4	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50446-4	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50446-4	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50447-2	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50447-2	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50447-2	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50448-0	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50448-0	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50448-0	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50449-8	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50449-8	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50449-8	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50450-6	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50450-6	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50450-6	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50451-4	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50451-4	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50451-4	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50452-2	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
50452-2	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
50452-2	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
50461-3	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
50461-3	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
50461-3	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
50462-1	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
50462-1	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
50462-1	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
50463-9	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
50463-9	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
50463-9	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
50464-7	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
50464-7	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
50464-7	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
50465-4	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
50465-4	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
50465-4	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
50466-2	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
50466-2	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
50466-2	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
50467-0	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
50467-0	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
50467-0	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
50468-8	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
50468-8	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
50468-8	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
50509-9	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
50509-9	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
50509-9	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
50510-7	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
50510-7	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
50510-7	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
50511-5	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
50511-5	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
50511-5	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
50512-3	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
50512-3	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
50512-3	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
50513-1	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
50513-1	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
50513-1	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
50514-9	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
50514-9	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
50514-9	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
50515-6	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
50515-6	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
50515-6	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
50516-4	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
50516-4	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
50516-4	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
50551-1	Ord	NEG	HP:0031811	.	HPO:nvasilevsky[2018-05-08]	.
50551-1	Ord	POS	HP:0031811	.	HPO:nvasilevsky[2018-05-08]	.
50553-7	Nom	SNOMEDCT:449091000124108	HP:0032003	.	JGM:azhang[2018-07-15];JGM:azhang[2018-09-28]	copied from: 5778-6
50553-7	Nom	SNOMEDCT:449111000124104	HP:0040317	.	JGM:azhang[2018-07-15];JGM:azhang[2018-09-28]	copied from: 5778-6
50553-7	Nom	SNOMEDCT:449051000124102	HP:0040318	.	JGM:azhang[2018-07-15];JGM:azhang[2018-09-28]	copied from: 5778-6
50553-7	Nom	SNOMEDCT:449071000124107	HP:0032001	.	JGM:azhang[2018-07-15];JGM:azhang[2018-09-28]	copied from: 5778-6
50553-7	Nom	SNOMEDCT:449081000124105	HP:0032002	.	JGM:azhang[2018-07-15];JGM:azhang[2018-09-28]	copied from: 5778-6
